AL,1463
AK,2480
AZ,5884
AR,3028
CA,42538
CO,14304
CT,10849
DE,2282
FL,4977
GA,4212
HI,490
ID,5418
IL,24747
IN,11698
IA,8786
KS,4681
KY,5978
LA,1868
ME,10347
MD,13170
MA,20601
MI,37771
MN,24550
MS,1122
MO,8843
MT,4235
NE,5267
NV,5944
NH,9618
NJ,15043
NM,9214
NY,86022
NC,6106
ND,3797
OH,37989
OK,11181
OR,11550
PA,36322
RI,2626
SC,1961
SD,4188
TN,3238
TX,13801
UT,3735
VT,4289
VA,9357
WA,15633
WV,3772
WI,21727
WY,1950
