AL,9332
AK,1472
AZ,23401
AR,3734
CA,416890
CO,10636
CT,5272
DE,1492
FL,159846
GA,17596
HI,271643
ID,2190
IL,34709
IN,10258
IA,6830
KS,2888
KY,5662
LA,6888
ME,2089
MD,17380
MA,13889
MI,19437
MN,17289
MS,4410
MO,7745
MT,1888
NE,2965
NV,6260
NH,4174
NJ,19600
NM,2929
NY,91298
NC,20194
ND,3091
OH,21205
OK,3823
OR,7277
PA,23039
RI,2086
SC,10241
SD,2586
TN,9531
TX,49934
UT,2436
VT,490
VA,15581
WA,13796
WV,2233
WI,15080
WY,806
