AL,144
AK,60
AZ,17628
AR,360
CA,94529
CO,6839
CT,1230
DE,635
FL,10753
GA,371
HI,18173
ID,539
IL,1113
IN,1054
IA,702
KS,278
KY,496
LA,3126
ME,1236
MD,6973
MA,3595
MI,771
MN,847
MS,229
MO,1418
MT,409
NE,204
NV,4196
NH,739
NJ,4800
NM,3603
NY,7351
NC,1932
ND,32
OH,1059
OK,280
OR,1880
PA,2802
RI,244
SC,2274
SD,78
TN,493
TX,8738
UT,2398
VT,794
VA,1434
WA,2325
WV,188
WI,839
WY,178
