AL,108559
AK,4627
AZ,75069
AR,79812
CA,442502
CO,103547
CT,64356
DE,35918
FL,69739
GA,177604
HI,7679
ID,33831
IL,204935
IN,187658
IA,165909
KS,88340
KY,108358
LA,35272
ME,64581
MD,81812
MA,97561
MI,335363
MN,238975
MS,122408
MO,213945
MT,56700
NE,55434
NV,30243
NH,91075
NJ,71033
NM,54427
NY,316900
NC,276183
ND,43156
OH,255737
OK,97786
OR,29778
PA,232608
RI,15037
SC,70278
SD,55954
TN,99579
TX,287602
UT,23171
VT,46032
VA,138423
WA,90272
WV,37993
WI,276989
WY,24607
